Momento,Sector,Producto,Variedad,Promedio
2014-08,Frutillar,Aceite,Maravilla,1807.4841581070614
2014-09,Frutillar,Aceite,Maravilla,1680.2222
2014-10,Frutillar,Aceite,Maravilla,1651.9047
2014-11,Frutillar,Aceite,Maravilla,1807.4841581070614
2014-12,Frutillar,Aceite,Maravilla,1807.4841581070614
2015-01,Frutillar,Aceite,Maravilla,1807.4841581070614
2015-02,Frutillar,Aceite,Maravilla,1480.6666
2015-03,Frutillar,Aceite,Maravilla,1738.5
2015-04,Frutillar,Aceite,Maravilla,1862.3
2015-05,Frutillar,Aceite,Maravilla,2072.25
2015-06,Frutillar,Aceite,Maravilla,1732.5
2015-07,Frutillar,Aceite,Maravilla,1732.5
2015-08,Frutillar,Aceite,Maravilla,1732.25
2015-09,Frutillar,Aceite,Maravilla,1731.5
2015-10,Frutillar,Aceite,Maravilla,1717.0
2015-11,Frutillar,Aceite,Maravilla,1752.1666
2015-12,Frutillar,Aceite,Maravilla,1773.1666
2016-01,Frutillar,Aceite,Maravilla,1757.8214
2016-02,Frutillar,Aceite,Maravilla,1773.4166
2016-03,Frutillar,Aceite,Maravilla,1793.9866
2016-04,Frutillar,Aceite,Maravilla,1814.2221
2016-05,Frutillar,Aceite,Maravilla,1795.3916
2016-06,Frutillar,Aceite,Maravilla,1805.6249
2016-07,Frutillar,Aceite,Maravilla,1924.6444
2016-08,Frutillar,Aceite,Maravilla,1951.85
2016-09,Frutillar,Aceite,Maravilla,1971.2666
2016-10,Frutillar,Aceite,Maravilla,1816.0416
2016-11,Frutillar,Aceite,Maravilla,1839.7999
2016-12,Frutillar,Aceite,Maravilla,1941.9888
2017-01,Frutillar,Aceite,Maravilla,1960.4999
2017-02,Frutillar,Aceite,Maravilla,1894.1547
2017-03,Frutillar,Aceite,Maravilla,1721.6666
2017-04,Frutillar,Aceite,Maravilla,1927.0
2017-05,Frutillar,Aceite,Maravilla,1937.0333
2017-06,Frutillar,Aceite,Maravilla,1745.0714
2017-07,Frutillar,Aceite,Maravilla,1807.2857
2017-08,Frutillar,Aceite,Maravilla,1832.3809
2017-09,Frutillar,Aceite,Maravilla,1839.2856
2017-10,Frutillar,Aceite,Maravilla,1759.3213
2017-11,Frutillar,Aceite,Maravilla,1867.2559
2017-12,Frutillar,Aceite,Maravilla,1824.5237
2018-01,Frutillar,Aceite,Maravilla,1831.4285
2018-02,Frutillar,Aceite,Maravilla,1840.1983
2018-03,Frutillar,Aceite,Maravilla,1848.9225
2018-04,Frutillar,Aceite,Maravilla,1869.3868
2018-05,Frutillar,Aceite,Maravilla,1746.7142
2018-06,Frutillar,Aceite,Maravilla,1749.9999
2014-08,Llanquihue,Aceite,Maravilla,1755.91752736939
2014-09,Llanquihue,Aceite,Maravilla,1579.5833
2014-10,Llanquihue,Aceite,Maravilla,1661.2222
2014-11,Llanquihue,Aceite,Maravilla,1755.91752736939
2014-12,Llanquihue,Aceite,Maravilla,1755.91752736939
2015-01,Llanquihue,Aceite,Maravilla,1755.91752736939
2015-02,Llanquihue,Aceite,Maravilla,1755.91752736939
2015-03,Llanquihue,Aceite,Maravilla,1585.9999
2015-04,Llanquihue,Aceite,Maravilla,1537.8666
2015-05,Llanquihue,Aceite,Maravilla,1546.75
2015-06,Llanquihue,Aceite,Maravilla,1600.0
2015-07,Llanquihue,Aceite,Maravilla,1358.4166
2015-08,Llanquihue,Aceite,Maravilla,1581.5833
2015-09,Llanquihue,Aceite,Maravilla,1676.875
2015-10,Llanquihue,Aceite,Maravilla,1809.8888
2015-11,Llanquihue,Aceite,Maravilla,1702.9166
2015-12,Llanquihue,Aceite,Maravilla,1808.1666
2016-01,Llanquihue,Aceite,Maravilla,1597.0625
2016-02,Llanquihue,Aceite,Maravilla,1736.5
2016-03,Llanquihue,Aceite,Maravilla,1786.8333
2016-04,Llanquihue,Aceite,Maravilla,1834.1111
2016-05,Llanquihue,Aceite,Maravilla,1822.0833
2016-06,Llanquihue,Aceite,Maravilla,1893.625
2016-07,Llanquihue,Aceite,Maravilla,1893.9999
2016-08,Llanquihue,Aceite,Maravilla,1832.25
2016-09,Llanquihue,Aceite,Maravilla,1991.8888
2016-10,Llanquihue,Aceite,Maravilla,1863.4166
2016-11,Llanquihue,Aceite,Maravilla,1995.0666
2016-12,Llanquihue,Aceite,Maravilla,2052.5
2017-01,Llanquihue,Aceite,Maravilla,1876.9166
2017-02,Llanquihue,Aceite,Maravilla,1965.1666
2017-03,Llanquihue,Aceite,Maravilla,1710.75
2017-04,Llanquihue,Aceite,Maravilla,1769.6666
2017-05,Llanquihue,Aceite,Maravilla,1904.7777
2017-06,Llanquihue,Aceite,Maravilla,1856.7083
2017-07,Llanquihue,Aceite,Maravilla,1740.3888
2017-08,Llanquihue,Aceite,Maravilla,1808.6111
2017-09,Llanquihue,Aceite,Maravilla,1753.5
2017-10,Llanquihue,Aceite,Maravilla,1612.7083
2017-11,Llanquihue,Aceite,Maravilla,1733.6875
2017-12,Llanquihue,Aceite,Maravilla,1847.1944
2018-01,Llanquihue,Aceite,Maravilla,1776.95
2018-02,Llanquihue,Aceite,Maravilla,1902.9444
2018-03,Llanquihue,Aceite,Maravilla,1842.7083
2018-04,Llanquihue,Aceite,Maravilla,1688.75
2018-05,Llanquihue,Aceite,Maravilla,1708.75
2018-06,Llanquihue,Aceite,Maravilla,1745.5555
2014-08,Osorno,Aceite,Maravilla,1558.2966
2014-09,Osorno,Aceite,Maravilla,1519.6709
2014-10,Osorno,Aceite,Maravilla,1488.6461
2014-11,Osorno,Aceite,Maravilla,1465.296
2014-12,Osorno,Aceite,Maravilla,1447.019
2015-01,Osorno,Aceite,Maravilla,1436.9037
2015-02,Osorno,Aceite,Maravilla,1478.3402
2015-03,Osorno,Aceite,Maravilla,1515.2019
2015-04,Osorno,Aceite,Maravilla,1514.8921
2015-05,Osorno,Aceite,Maravilla,1533.5959
2015-06,Osorno,Aceite,Maravilla,1510.1882
2015-07,Osorno,Aceite,Maravilla,1545.3527
2015-08,Osorno,Aceite,Maravilla,1548.9696
2015-09,Osorno,Aceite,Maravilla,1544.0745
2015-10,Osorno,Aceite,Maravilla,1619.8885
2015-11,Osorno,Aceite,Maravilla,1710.8020000000001
2015-12,Osorno,Aceite,Maravilla,1651.4261
2016-01,Osorno,Aceite,Maravilla,1684.1645
2016-02,Osorno,Aceite,Maravilla,1656.6859
2016-03,Osorno,Aceite,Maravilla,1667.6645
2016-04,Osorno,Aceite,Maravilla,1699.4372
2016-05,Osorno,Aceite,Maravilla,1679.2025
2016-06,Osorno,Aceite,Maravilla,1597.6531
2016-07,Osorno,Aceite,Maravilla,1776.7515
2016-08,Osorno,Aceite,Maravilla,1771.7827
2016-09,Osorno,Aceite,Maravilla,1773.3275
2016-10,Osorno,Aceite,Maravilla,1702.7156
2016-11,Osorno,Aceite,Maravilla,1747.7842
2016-12,Osorno,Aceite,Maravilla,1712.3231
2017-01,Osorno,Aceite,Maravilla,1799.4151
2017-02,Osorno,Aceite,Maravilla,1721.5551
2017-03,Osorno,Aceite,Maravilla,1689.0257
2017-04,Osorno,Aceite,Maravilla,1646.4199
2017-05,Osorno,Aceite,Maravilla,1658.3507
2017-06,Osorno,Aceite,Maravilla,1590.5075
2017-07,Osorno,Aceite,Maravilla,1639.3831
2017-08,Osorno,Aceite,Maravilla,1687.4267
2017-09,Osorno,Aceite,Maravilla,1612.4219
2017-10,Osorno,Aceite,Maravilla,1591.6115
2017-11,Osorno,Aceite,Maravilla,1617.9112
2017-12,Osorno,Aceite,Maravilla,1586.3069
2018-01,Osorno,Aceite,Maravilla,1645.578
2018-02,Osorno,Aceite,Maravilla,1655.2329
2018-03,Osorno,Aceite,Maravilla,1670.6323
2018-04,Osorno,Aceite,Maravilla,1643.5365
2018-05,Osorno,Aceite,Maravilla,1584.7916
2018-06,Osorno,Aceite,Maravilla,1623.0783
2014-08,Puerto Montt,Aceite,Maravilla,1516.6203
2014-09,Puerto Montt,Aceite,Maravilla,1542.906
2014-10,Puerto Montt,Aceite,Maravilla,1516.1122
2014-11,Puerto Montt,Aceite,Maravilla,1440.6562
2014-12,Puerto Montt,Aceite,Maravilla,1414.3729
2015-01,Puerto Montt,Aceite,Maravilla,1412.8139
2015-02,Puerto Montt,Aceite,Maravilla,1441.0972
2015-03,Puerto Montt,Aceite,Maravilla,1559.9861
2015-04,Puerto Montt,Aceite,Maravilla,1535.3583
2015-05,Puerto Montt,Aceite,Maravilla,1570.2999
2015-06,Puerto Montt,Aceite,Maravilla,1569.8082
2015-07,Puerto Montt,Aceite,Maravilla,1545.3288
2015-08,Puerto Montt,Aceite,Maravilla,1545.6041
2015-09,Puerto Montt,Aceite,Maravilla,1537.1037
2015-10,Puerto Montt,Aceite,Maravilla,1618.2447
2015-11,Puerto Montt,Aceite,Maravilla,1656.9138
2015-12,Puerto Montt,Aceite,Maravilla,1595.9555
2016-01,Puerto Montt,Aceite,Maravilla,1636.9812
2016-02,Puerto Montt,Aceite,Maravilla,1646.1677
2016-03,Puerto Montt,Aceite,Maravilla,1675.1767
2016-04,Puerto Montt,Aceite,Maravilla,1629.2098
2016-05,Puerto Montt,Aceite,Maravilla,1581.1749
2016-06,Puerto Montt,Aceite,Maravilla,1581.0023
2016-07,Puerto Montt,Aceite,Maravilla,1686.1922
2016-08,Puerto Montt,Aceite,Maravilla,1743.8305
2016-09,Puerto Montt,Aceite,Maravilla,1754.1788
2016-10,Puerto Montt,Aceite,Maravilla,1705.0971
2016-11,Puerto Montt,Aceite,Maravilla,1714.3536
2016-12,Puerto Montt,Aceite,Maravilla,1763.8142
2017-01,Puerto Montt,Aceite,Maravilla,1794.0639999999999
2017-02,Puerto Montt,Aceite,Maravilla,1655.2209
2017-03,Puerto Montt,Aceite,Maravilla,1670.8366
2017-04,Puerto Montt,Aceite,Maravilla,1660.9771
2017-05,Puerto Montt,Aceite,Maravilla,1684.5197
2017-06,Puerto Montt,Aceite,Maravilla,1634.6129
2017-07,Puerto Montt,Aceite,Maravilla,1655.1291
2017-08,Puerto Montt,Aceite,Maravilla,1716.4705
2017-09,Puerto Montt,Aceite,Maravilla,1560.4017
2017-10,Puerto Montt,Aceite,Maravilla,1580.088
2017-11,Puerto Montt,Aceite,Maravilla,1633.2137
2017-12,Puerto Montt,Aceite,Maravilla,1662.2116
2018-01,Puerto Montt,Aceite,Maravilla,1664.2096
2018-02,Puerto Montt,Aceite,Maravilla,1648.616
2018-03,Puerto Montt,Aceite,Maravilla,1658.6477
2018-04,Puerto Montt,Aceite,Maravilla,1653.4875
2018-05,Puerto Montt,Aceite,Maravilla,1627.4015
2018-06,Puerto Montt,Aceite,Maravilla,1598.99
2014-08,Puerto Varas,Aceite,Maravilla,1644.612374778102
2014-09,Puerto Varas,Aceite,Maravilla,1553.3125
2014-10,Puerto Varas,Aceite,Maravilla,1532.4011
2014-11,Puerto Varas,Aceite,Maravilla,1542.5625
2014-12,Puerto Varas,Aceite,Maravilla,1549.625
2015-01,Puerto Varas,Aceite,Maravilla,1512.4151
2015-02,Puerto Varas,Aceite,Maravilla,1563.6875
2015-03,Puerto Varas,Aceite,Maravilla,1532.8333
2015-04,Puerto Varas,Aceite,Maravilla,1604.9607
2015-05,Puerto Varas,Aceite,Maravilla,1589.6562
2015-06,Puerto Varas,Aceite,Maravilla,1544.85
2015-07,Puerto Varas,Aceite,Maravilla,1557.2261
2015-08,Puerto Varas,Aceite,Maravilla,1516.8055
2015-09,Puerto Varas,Aceite,Maravilla,1584.3
2015-10,Puerto Varas,Aceite,Maravilla,1580.8715
2015-11,Puerto Varas,Aceite,Maravilla,1625.5674
2015-12,Puerto Varas,Aceite,Maravilla,1564.7708
2016-01,Puerto Varas,Aceite,Maravilla,1644.0173
2016-02,Puerto Varas,Aceite,Maravilla,1677.4652
2016-03,Puerto Varas,Aceite,Maravilla,1705.4199
2016-04,Puerto Varas,Aceite,Maravilla,1707.3277
2016-05,Puerto Varas,Aceite,Maravilla,1619.2222
2016-06,Puerto Varas,Aceite,Maravilla,1693.7249
2016-07,Puerto Varas,Aceite,Maravilla,1744.9513
2016-08,Puerto Varas,Aceite,Maravilla,1748.4555
2016-09,Puerto Varas,Aceite,Maravilla,1692.3015
2016-10,Puerto Varas,Aceite,Maravilla,1669.8437
2016-11,Puerto Varas,Aceite,Maravilla,1660.9071
2016-12,Puerto Varas,Aceite,Maravilla,1766.6701
2017-01,Puerto Varas,Aceite,Maravilla,1786.1944
2017-02,Puerto Varas,Aceite,Maravilla,1818.8749
2017-03,Puerto Varas,Aceite,Maravilla,1769.4527
2017-04,Puerto Varas,Aceite,Maravilla,1743.8564
2017-05,Puerto Varas,Aceite,Maravilla,1770.4999
2017-06,Puerto Varas,Aceite,Maravilla,1633.9721
2017-07,Puerto Varas,Aceite,Maravilla,1666.8518
2017-08,Puerto Varas,Aceite,Maravilla,1685.4478
2017-09,Puerto Varas,Aceite,Maravilla,1666.0242
2017-10,Puerto Varas,Aceite,Maravilla,1682.9444
2017-11,Puerto Varas,Aceite,Maravilla,1675.3194
2017-12,Puerto Varas,Aceite,Maravilla,1642.4814
2018-01,Puerto Varas,Aceite,Maravilla,1695.7888
2018-02,Puerto Varas,Aceite,Maravilla,1693.4548
2018-03,Puerto Varas,Aceite,Maravilla,1656.9409
2018-04,Puerto Varas,Aceite,Maravilla,1618.8888
2018-05,Puerto Varas,Aceite,Maravilla,1615.111
2018-06,Puerto Varas,Aceite,Maravilla,1629.9602
2014-08,Frutillar,Aceite,Vegetal,1538.764359011731
2014-09,Frutillar,Aceite,Vegetal,1354.8083
2014-10,Frutillar,Aceite,Vegetal,1547.1626
2014-11,Frutillar,Aceite,Vegetal,1538.764359011731
2014-12,Frutillar,Aceite,Vegetal,1538.764359011731
2015-01,Frutillar,Aceite,Vegetal,1538.764359011731
2015-02,Frutillar,Aceite,Vegetal,1309.5
2015-03,Frutillar,Aceite,Vegetal,1538.5
2015-04,Frutillar,Aceite,Vegetal,1653.3
2015-05,Frutillar,Aceite,Vegetal,1751.5
2015-06,Frutillar,Aceite,Vegetal,1479.5
2015-07,Frutillar,Aceite,Vegetal,1479.5
2015-08,Frutillar,Aceite,Vegetal,1479.5
2015-09,Frutillar,Aceite,Vegetal,1533.5
2015-10,Frutillar,Aceite,Vegetal,1455.3333
2015-11,Frutillar,Aceite,Vegetal,1477.1666
2015-12,Frutillar,Aceite,Vegetal,1430.4095
2016-01,Frutillar,Aceite,Vegetal,1517.4702
2016-02,Frutillar,Aceite,Vegetal,1545.2967
2016-03,Frutillar,Aceite,Vegetal,1508.3237
2016-04,Frutillar,Aceite,Vegetal,1509.0952
2016-05,Frutillar,Aceite,Vegetal,1545.2856
2016-06,Frutillar,Aceite,Vegetal,1510.5666
2016-07,Frutillar,Aceite,Vegetal,1535.3333
2016-08,Frutillar,Aceite,Vegetal,1579.3916
2016-09,Frutillar,Aceite,Vegetal,1590.8809
2016-10,Frutillar,Aceite,Vegetal,1568.0535
2016-11,Frutillar,Aceite,Vegetal,1579.7332
2016-12,Frutillar,Aceite,Vegetal,1555.0952
2017-01,Frutillar,Aceite,Vegetal,1558.4285
2017-02,Frutillar,Aceite,Vegetal,1605.9999
2017-03,Frutillar,Aceite,Vegetal,1574.5714
2017-04,Frutillar,Aceite,Vegetal,1623.5
2017-05,Frutillar,Aceite,Vegetal,1565.3333
2017-06,Frutillar,Aceite,Vegetal,1540.0118
2017-07,Frutillar,Aceite,Vegetal,1548.7142
2017-08,Frutillar,Aceite,Vegetal,1589.619
2017-09,Frutillar,Aceite,Vegetal,1608.5714
2017-10,Frutillar,Aceite,Vegetal,1585.1071
2017-11,Frutillar,Aceite,Vegetal,1545.6785
2017-12,Frutillar,Aceite,Vegetal,1533.1428
2018-01,Frutillar,Aceite,Vegetal,1579.8856
2018-02,Frutillar,Aceite,Vegetal,1542.1904
2018-03,Frutillar,Aceite,Vegetal,1602.8392
2018-04,Frutillar,Aceite,Vegetal,1594.3928
2018-05,Frutillar,Aceite,Vegetal,1511.0171
2018-06,Frutillar,Aceite,Vegetal,1497.8094
2014-08,Llanquihue,Aceite,Vegetal,1418.834065706712
2014-09,Llanquihue,Aceite,Vegetal,1408.4166
2014-10,Llanquihue,Aceite,Vegetal,1453.6666
2014-11,Llanquihue,Aceite,Vegetal,1418.834065706712
2014-12,Llanquihue,Aceite,Vegetal,1418.834065706712
2015-01,Llanquihue,Aceite,Vegetal,1418.834065706712
2015-02,Llanquihue,Aceite,Vegetal,1418.834065706712
2015-03,Llanquihue,Aceite,Vegetal,1179.9444
2015-04,Llanquihue,Aceite,Vegetal,1377.1333
2015-05,Llanquihue,Aceite,Vegetal,1383.3333
2015-06,Llanquihue,Aceite,Vegetal,1320.3333
2015-07,Llanquihue,Aceite,Vegetal,1321.0
2015-08,Llanquihue,Aceite,Vegetal,1418.5416
2015-09,Llanquihue,Aceite,Vegetal,1337.6666
2015-10,Llanquihue,Aceite,Vegetal,1385.7222
2015-11,Llanquihue,Aceite,Vegetal,1347.625
2015-12,Llanquihue,Aceite,Vegetal,1338.0
2016-01,Llanquihue,Aceite,Vegetal,1366.0208
2016-02,Llanquihue,Aceite,Vegetal,1408.5555
2016-03,Llanquihue,Aceite,Vegetal,1400.2166
2016-04,Llanquihue,Aceite,Vegetal,1416.6666
2016-05,Llanquihue,Aceite,Vegetal,1436.6666
2016-06,Llanquihue,Aceite,Vegetal,1522.5624
2016-07,Llanquihue,Aceite,Vegetal,1415.2222
2016-08,Llanquihue,Aceite,Vegetal,1460.4375
2016-09,Llanquihue,Aceite,Vegetal,1474.3333
2016-10,Llanquihue,Aceite,Vegetal,1470.1875
2016-11,Llanquihue,Aceite,Vegetal,1528.8666
2016-12,Llanquihue,Aceite,Vegetal,1440.5
2017-01,Llanquihue,Aceite,Vegetal,1347.5
2017-02,Llanquihue,Aceite,Vegetal,1544.6666
2017-03,Llanquihue,Aceite,Vegetal,1448.75
2017-04,Llanquihue,Aceite,Vegetal,1436.75
2017-05,Llanquihue,Aceite,Vegetal,1433.3055
2017-06,Llanquihue,Aceite,Vegetal,1493.125
2017-07,Llanquihue,Aceite,Vegetal,1482.6666
2017-08,Llanquihue,Aceite,Vegetal,1476.75
2017-09,Llanquihue,Aceite,Vegetal,1547.4166
2017-10,Llanquihue,Aceite,Vegetal,1466.5
2017-11,Llanquihue,Aceite,Vegetal,1439.25
2017-12,Llanquihue,Aceite,Vegetal,1375.4166
2018-01,Llanquihue,Aceite,Vegetal,1489.3333
2018-02,Llanquihue,Aceite,Vegetal,1563.8333
2018-03,Llanquihue,Aceite,Vegetal,1463.0625
2018-04,Llanquihue,Aceite,Vegetal,1398.0625
2018-05,Llanquihue,Aceite,Vegetal,1248.0625
2018-06,Llanquihue,Aceite,Vegetal,1414.8611
2014-08,Osorno,Aceite,Vegetal,1410.9042
2014-09,Osorno,Aceite,Vegetal,1396.5417
2014-10,Osorno,Aceite,Vegetal,1393.4931
2014-11,Osorno,Aceite,Vegetal,1387.7803
2014-12,Osorno,Aceite,Vegetal,1405.1309
2015-01,Osorno,Aceite,Vegetal,1340.1227
2015-02,Osorno,Aceite,Vegetal,1326.3574
2015-03,Osorno,Aceite,Vegetal,1347.0331
2015-04,Osorno,Aceite,Vegetal,1306.0432
2015-05,Osorno,Aceite,Vegetal,1350.0754
2015-06,Osorno,Aceite,Vegetal,1358.4423
2015-07,Osorno,Aceite,Vegetal,1310.4535
2015-08,Osorno,Aceite,Vegetal,1346.9053
2015-09,Osorno,Aceite,Vegetal,1349.2263
2015-10,Osorno,Aceite,Vegetal,1347.3742
2015-11,Osorno,Aceite,Vegetal,1374.0388
2015-12,Osorno,Aceite,Vegetal,1390.7384
2016-01,Osorno,Aceite,Vegetal,1452.1437
2016-02,Osorno,Aceite,Vegetal,1454.4457
2016-03,Osorno,Aceite,Vegetal,1455.6488
2016-04,Osorno,Aceite,Vegetal,1450.411
2016-05,Osorno,Aceite,Vegetal,1437.0334
2016-06,Osorno,Aceite,Vegetal,1391.611
2016-07,Osorno,Aceite,Vegetal,1424.371
2016-08,Osorno,Aceite,Vegetal,1478.0375
2016-09,Osorno,Aceite,Vegetal,1472.5855
2016-10,Osorno,Aceite,Vegetal,1446.3437
2016-11,Osorno,Aceite,Vegetal,1487.9379999999999
2016-12,Osorno,Aceite,Vegetal,1458.0665
2017-01,Osorno,Aceite,Vegetal,1452.8445
2017-02,Osorno,Aceite,Vegetal,1453.9728
2017-03,Osorno,Aceite,Vegetal,1491.4782
2017-04,Osorno,Aceite,Vegetal,1455.1359
2017-05,Osorno,Aceite,Vegetal,1443.2605
2017-06,Osorno,Aceite,Vegetal,1404.6494
2017-07,Osorno,Aceite,Vegetal,1430.7035
2017-08,Osorno,Aceite,Vegetal,1451.0396
2017-09,Osorno,Aceite,Vegetal,1461.5211
2017-10,Osorno,Aceite,Vegetal,1461.8077
2017-11,Osorno,Aceite,Vegetal,1443.0986
2017-12,Osorno,Aceite,Vegetal,1405.1284
2018-01,Osorno,Aceite,Vegetal,1460.0428
2018-02,Osorno,Aceite,Vegetal,1474.8405
2018-03,Osorno,Aceite,Vegetal,1475.5445
2018-04,Osorno,Aceite,Vegetal,1461.2189
2018-05,Osorno,Aceite,Vegetal,1385.7004
2018-06,Osorno,Aceite,Vegetal,1430.5613
2014-08,Puerto Montt,Aceite,Vegetal,1357.3113
2014-09,Puerto Montt,Aceite,Vegetal,1371.4852
2014-10,Puerto Montt,Aceite,Vegetal,1423.8128
2014-11,Puerto Montt,Aceite,Vegetal,1375.2569
2014-12,Puerto Montt,Aceite,Vegetal,1421.2805
2015-01,Puerto Montt,Aceite,Vegetal,1374.3020000000001
2015-02,Puerto Montt,Aceite,Vegetal,1382.6215
2015-03,Puerto Montt,Aceite,Vegetal,1405.0624
2015-04,Puerto Montt,Aceite,Vegetal,1387.6715
2015-05,Puerto Montt,Aceite,Vegetal,1410.8662
2015-06,Puerto Montt,Aceite,Vegetal,1399.9631
2015-07,Puerto Montt,Aceite,Vegetal,1356.6516
2015-08,Puerto Montt,Aceite,Vegetal,1368.3419
2015-09,Puerto Montt,Aceite,Vegetal,1336.4038
2015-10,Puerto Montt,Aceite,Vegetal,1381.118
2015-11,Puerto Montt,Aceite,Vegetal,1350.1874
2015-12,Puerto Montt,Aceite,Vegetal,1362.1033
2016-01,Puerto Montt,Aceite,Vegetal,1420.7897
2016-02,Puerto Montt,Aceite,Vegetal,1469.5607
2016-03,Puerto Montt,Aceite,Vegetal,1469.2143
2016-04,Puerto Montt,Aceite,Vegetal,1424.6855
2016-05,Puerto Montt,Aceite,Vegetal,1350.0404
2016-06,Puerto Montt,Aceite,Vegetal,1400.1233
2016-07,Puerto Montt,Aceite,Vegetal,1458.5702
2016-08,Puerto Montt,Aceite,Vegetal,1447.4663
2016-09,Puerto Montt,Aceite,Vegetal,1442.9274
2016-10,Puerto Montt,Aceite,Vegetal,1435.8803
2016-11,Puerto Montt,Aceite,Vegetal,1436.9515
2016-12,Puerto Montt,Aceite,Vegetal,1402.1363
2017-01,Puerto Montt,Aceite,Vegetal,1438.5868
2017-02,Puerto Montt,Aceite,Vegetal,1417.07
2017-03,Puerto Montt,Aceite,Vegetal,1418.1475
2017-04,Puerto Montt,Aceite,Vegetal,1386.0191
2017-05,Puerto Montt,Aceite,Vegetal,1381.2344
2017-06,Puerto Montt,Aceite,Vegetal,1405.2263
2017-07,Puerto Montt,Aceite,Vegetal,1396.3694
2017-08,Puerto Montt,Aceite,Vegetal,1407.3649
2017-09,Puerto Montt,Aceite,Vegetal,1365.21
2017-10,Puerto Montt,Aceite,Vegetal,1397.9855
2017-11,Puerto Montt,Aceite,Vegetal,1390.3643
2017-12,Puerto Montt,Aceite,Vegetal,1355.6775
2018-01,Puerto Montt,Aceite,Vegetal,1423.3161
2018-02,Puerto Montt,Aceite,Vegetal,1441.1416
2018-03,Puerto Montt,Aceite,Vegetal,1400.6529999999998
2018-04,Puerto Montt,Aceite,Vegetal,1387.826
2018-05,Puerto Montt,Aceite,Vegetal,1362.7385
2018-06,Puerto Montt,Aceite,Vegetal,1368.5748
2014-08,Puerto Varas,Aceite,Vegetal,1497.8572489969758
2014-09,Puerto Varas,Aceite,Vegetal,1430.6178
2014-10,Puerto Varas,Aceite,Vegetal,1466.9964
2014-11,Puerto Varas,Aceite,Vegetal,1407.5937
2014-12,Puerto Varas,Aceite,Vegetal,1451.9166
2015-01,Puerto Varas,Aceite,Vegetal,1394.75
2015-02,Puerto Varas,Aceite,Vegetal,1430.3125
2015-03,Puerto Varas,Aceite,Vegetal,1388.0
2015-04,Puerto Varas,Aceite,Vegetal,1424.7357
2015-05,Puerto Varas,Aceite,Vegetal,1406.8125
2015-06,Puerto Varas,Aceite,Vegetal,1430.0958
2015-07,Puerto Varas,Aceite,Vegetal,1473.2261
2015-08,Puerto Varas,Aceite,Vegetal,1389.865
2015-09,Puerto Varas,Aceite,Vegetal,1425.3964
2015-10,Puerto Varas,Aceite,Vegetal,1418.5839999999998
2015-11,Puerto Varas,Aceite,Vegetal,1387.1187
2015-12,Puerto Varas,Aceite,Vegetal,1390.5456
2016-01,Puerto Varas,Aceite,Vegetal,1423.6694
2016-02,Puerto Varas,Aceite,Vegetal,1480.7636
2016-03,Puerto Varas,Aceite,Vegetal,1508.8945
2016-04,Puerto Varas,Aceite,Vegetal,1472.7499
2016-05,Puerto Varas,Aceite,Vegetal,1465.5787
2016-06,Puerto Varas,Aceite,Vegetal,1525.8155
2016-07,Puerto Varas,Aceite,Vegetal,1503.5161
2016-08,Puerto Varas,Aceite,Vegetal,1529.6327
2016-09,Puerto Varas,Aceite,Vegetal,1560.1227
2016-10,Puerto Varas,Aceite,Vegetal,1544.7388
2016-11,Puerto Varas,Aceite,Vegetal,1568.6052
2016-12,Puerto Varas,Aceite,Vegetal,1615.6181
2017-01,Puerto Varas,Aceite,Vegetal,1656.5738
2017-02,Puerto Varas,Aceite,Vegetal,1706.5681
2017-03,Puerto Varas,Aceite,Vegetal,1651.1841
2017-04,Puerto Varas,Aceite,Vegetal,1611.2828
2017-05,Puerto Varas,Aceite,Vegetal,1687.8636
2017-06,Puerto Varas,Aceite,Vegetal,1505.3999
2017-07,Puerto Varas,Aceite,Vegetal,1524.3074
2017-08,Puerto Varas,Aceite,Vegetal,1498.7222
2017-09,Puerto Varas,Aceite,Vegetal,1541.9833
2017-10,Puerto Varas,Aceite,Vegetal,1558.05
2017-11,Puerto Varas,Aceite,Vegetal,1525.7805
2017-12,Puerto Varas,Aceite,Vegetal,1490.3666
2018-01,Puerto Varas,Aceite,Vegetal,1529.4764
2018-02,Puerto Varas,Aceite,Vegetal,1538.4527
2018-03,Puerto Varas,Aceite,Vegetal,1574.5013
2018-04,Puerto Varas,Aceite,Vegetal,1499.9884
2018-05,Puerto Varas,Aceite,Vegetal,1480.031
2018-06,Puerto Varas,Aceite,Vegetal,1502.6888
2014-08,Frutillar,Carnes,Abastero,5517.9633333890115
2014-09,Frutillar,Carnes,Abastero,4950.0
2014-09,Frutillar,Carnes,Abastero,5297.5555
2014-10,Frutillar,Carnes,Abastero,5474.8333
2014-11,Frutillar,Carnes,Abastero,5517.9633333890115
2014-12,Frutillar,Carnes,Abastero,5517.9633333890115
2015-01,Frutillar,Carnes,Abastero,5517.9633333890115
2015-02,Frutillar,Carnes,Abastero,5599.0
2015-03,Frutillar,Carnes,Abastero,5517.9633333890115
2015-04,Frutillar,Carnes,Abastero,6548.0
2015-05,Frutillar,Carnes,Abastero,5517.9633333890115
2015-06,Frutillar,Carnes,Abastero,5517.9633333890115
2015-07,Frutillar,Carnes,Abastero,5517.9633333890115
2015-08,Frutillar,Carnes,Abastero,5699.0
2015-09,Frutillar,Carnes,Abastero,5517.9633333890115
