Momento,Sector,Producto,Factor
2017-09-01,Puerto Montt,Huevos,0.9898654588013958
2017-09-01,Puerto Varas,Huevos,0.996396550076342
2017-10-01,Frutillar,Huevos,0.9873928359998462
2017-10-01,Llanquihue,Huevos,1.0278688336902562
2017-10-01,Osorno,Huevos,1.0032317632109609
2017-10-01,Puerto Montt,Huevos,1.005559856196037
2017-10-01,Puerto Varas,Huevos,0.9967450528916145
2017-11-01,Frutillar,Huevos,0.9958242742172938
2017-11-01,Llanquihue,Huevos,1.0198143672042719
2017-11-01,Osorno,Huevos,0.9969569398084542
2017-11-01,Puerto Montt,Huevos,1.0105061437139207
2017-11-01,Puerto Varas,Huevos,1.0000586032699688
2017-12-01,Frutillar,Huevos,0.9685160213112853
2017-12-01,Llanquihue,Huevos,0.9484075370741534
2017-12-01,Osorno,Huevos,0.981304658595976
2017-12-01,Puerto Montt,Huevos,0.9836051326656067
2017-12-01,Puerto Varas,Huevos,0.9835638305480935
2018-01-01,Frutillar,Huevos,0.9532078826566018
2018-01-01,Llanquihue,Huevos,0.9489243551413824
2018-01-01,Osorno,Huevos,0.9749363858144622
2018-01-01,Puerto Montt,Huevos,1.000993016754153
2018-01-01,Puerto Varas,Huevos,1.0025468252601375
2018-02-01,Frutillar,Huevos,0.9975555891109946
2018-02-01,Llanquihue,Huevos,0.9677447767023969
2018-02-01,Osorno,Huevos,1.0231162879707385
2018-02-01,Puerto Montt,Huevos,0.9971383705226983
2018-02-01,Puerto Varas,Huevos,1.009485300955628
2018-03-01,Frutillar,Huevos,0.9953868883018673
2018-03-01,Llanquihue,Huevos,0.9864645891743066
2018-03-01,Osorno,Huevos,0.9731533384316812
2018-03-01,Puerto Montt,Huevos,0.9811087184057828
2018-03-01,Puerto Varas,Huevos,0.9995212113516118
2018-04-01,Frutillar,Huevos,1.0096548866069261
2018-04-01,Llanquihue,Huevos,1.0231311547548387
2018-04-01,Osorno,Huevos,1.022995458719255
2018-04-01,Puerto Montt,Huevos,1.0007134580590205
2018-04-01,Puerto Varas,Huevos,1.0099122268859364
2018-05-01,Frutillar,Huevos,1.0050271444012417
2018-05-01,Llanquihue,Huevos,1.0189465913244506
2018-05-01,Osorno,Huevos,0.9743424650785479
2018-05-01,Puerto Montt,Huevos,0.9847193095198206
2018-05-01,Puerto Varas,Huevos,0.9999401028078289
2018-06-01,Frutillar,Huevos,1.0334787165122137
2018-06-01,Llanquihue,Huevos,1.0071838221187974
2018-06-01,Osorno,Huevos,1.0429892951983555
2018-06-01,Puerto Montt,Huevos,1.0063426973861178
2018-06-01,Puerto Varas,Huevos,1.0047364117602406
2014-08-01,Frutillar,Pan,1.0
2014-08-01,Llanquihue,Pan,1.0
2014-08-01,Osorno,Pan,1.0
2014-08-01,Puerto Montt,Pan,1.0
2014-08-01,Puerto Varas,Pan,1.0
2014-09-01,Frutillar,Pan,0.8955977788620678
2014-09-01,Llanquihue,Pan,0.8861256137417058
2014-09-01,Osorno,Pan,1.0480933836615527
2014-09-01,Puerto Montt,Pan,1.0136567915195196
2014-09-01,Puerto Varas,Pan,0.9250548588692236
2014-10-01,Frutillar,Pan,0.9661880003558487
2014-10-01,Llanquihue,Pan,1.0297706507328432
2014-10-01,Osorno,Pan,0.9898440220000767
2014-10-01,Puerto Montt,Pan,0.9749840936571161
2014-10-01,Puerto Varas,Pan,0.9796727691985234
2014-11-01,Frutillar,Pan,1.155647416472569
2014-11-01,Llanquihue,Pan,1.1332904394172387
2014-11-01,Osorno,Pan,1.0153812077417068
2014-11-01,Puerto Montt,Pan,0.9955119553920834
2014-11-01,Puerto Varas,Pan,0.9706093967094506
2014-12-01,Frutillar,Pan,1.0
2014-12-01,Llanquihue,Pan,1.0
2014-12-01,Osorno,Pan,1.0250367050956655
2014-12-01,Puerto Montt,Pan,1.0099843733357141
2014-12-01,Puerto Varas,Pan,0.9783697097926887
2015-01-01,Frutillar,Pan,1.0
2015-01-01,Llanquihue,Pan,1.0
2015-01-01,Osorno,Pan,1.0179070055639963
2015-01-01,Puerto Montt,Pan,0.9956936689842946
2015-01-01,Puerto Varas,Pan,0.9681424241007964
2015-02-01,Frutillar,Pan,0.9807044738505455
2015-02-01,Llanquihue,Pan,1.0
2015-02-01,Osorno,Pan,1.0072060371802716
