Calidad,Mes/Año,Momento,Precio máximo,Precio mínimo,Precio promedio,Procedencia,Producto,Sector,Tipo,Tipo punto monitoreo,Unidad,Variedad
,01/2016,2016-01,9127,3796,6959.9583,,Queso Chanco,Frutillar,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,7769,3796,5770.4916,,Queso Gauda,Frutillar,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,8516,4992,7290.9642,,Queso Mantecoso,Frutillar,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,185,118,167.0902,,Yoghurt (vainilla ó frutilla),Frutillar,Lacteos,,$/envase 125 gramos,
,01/2016,2016-01,859,579,787.7708,,Leche Fluida Descremada,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,859,579,786.7083,,Leche Fluida Entera,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,4449,3990,4217.5833,,Leche en Polvo Descremada,Llanquihue,Lacteos,,$/Bolsa 800 grs,
,01/2016,2016-01,5399,3950,4691.75,,Leche en Polvo Entera,Llanquihue,Lacteos,,$/Bolsa 900 grs,
,01/2016,2016-01,1890,1340,1546.9166,,Mantequilla,Llanquihue,Lacteos,,$/pan de 250 gramos,
,01/2016,2016-01,1399,969,1217.85,,Margarina,Llanquihue,Lacteos,,$/pote 500 gramos,
,01/2016,2016-01,7236,4118,5677.0,,Queso Chanco,Llanquihue,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,6900,5980,6412.5,,Queso Gauda,Llanquihue,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,7690,5680,6340.5,,Queso Mantecoso,Llanquihue,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,199,135,168.45,,Yoghurt (vainilla ó frutilla),Llanquihue,Lacteos,,$/envase 125 gramos,
,01/2016,2016-01,899,599,721.0672,,Leche Fluida Descremada,Osorno,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,859,599,697.5147,,Leche Fluida Entera,Osorno,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,4990,3599,4309.35,,Leche en Polvo Descremada,Osorno,Lacteos,,$/Bolsa 800 grs,
,01/2016,2016-01,5990,3599,4551.2291,,Leche en Polvo Entera,Osorno,Lacteos,,$/Bolsa 900 grs,
,01/2016,2016-01,1890,1090,1465.8049,,Mantequilla,Osorno,Lacteos,,$/pan de 250 gramos,
,01/2016,2016-01,1490,890,1133.9365,,Margarina,Osorno,Lacteos,,$/pote 500 gramos,
,01/2016,2016-01,8433,3960,7061.0389,,Queso Chanco,Osorno,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,8326,3596,6365.9888,,Queso Gauda,Osorno,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,10760,4796,6804.7888,,Queso Mantecoso,Osorno,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,199,120,158.6726,,Yoghurt (vainilla ó frutilla),Osorno,Lacteos,,$/envase 125 gramos,
,01/2016,2016-01,859,575,726.6172,,Leche Fluida Descremada,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,859,575,711.8861,,Leche Fluida Entera,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,5032,3290,4107.0059,,Leche en Polvo Descremada,Puerto Montt,Lacteos,,$/Bolsa 800 grs,
,01/2016,2016-01,5250,3899,4597.2166,,Leche en Polvo Entera,Puerto Montt,Lacteos,,$/Bolsa 900 grs,
,01/2016,2016-01,1890,1160,1460.4982,,Mantequilla,Puerto Montt,Lacteos,,$/pan de 250 gramos,
,01/2016,2016-01,1499,890,1220.0524,,Margarina,Puerto Montt,Lacteos,,$/pote 500 gramos,
,01/2016,2016-01,9596,2199,7688.2007,,Queso Chanco,Puerto Montt,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,7996,5160,6416.093,,Queso Gauda,Puerto Montt,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,10299,3996,7083.3865,,Queso Mantecoso,Puerto Montt,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,199,115,158.2416,,Yoghurt (vainilla ó frutilla),Puerto Montt,Lacteos,,$/envase 125 gramos,
,01/2016,2016-01,938,590,742.913,,Leche Fluida Descremada,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,939,590,727.4452,,Leche Fluida Entera,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,01/2016,2016-01,4629,3290,4012.4083,,Leche en Polvo Descremada,Puerto Varas,Lacteos,,$/Bolsa 800 grs,
,01/2016,2016-01,4990,4290,4635.6666,,Leche en Polvo Entera,Puerto Varas,Lacteos,,$/Bolsa 900 grs,
,01/2016,2016-01,1599,1090,1378.6247,,Mantequilla,Puerto Varas,Lacteos,,$/pan de 250 gramos,
,01/2016,2016-01,1479,890,1163.6778,,Margarina,Puerto Varas,Lacteos,,$/pote 500 gramos,
,01/2016,2016-01,9542,4360,6996.5937,,Queso Chanco,Puerto Varas,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,8990,4196,5885.9602,,Queso Gauda,Puerto Varas,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,11896,3590,7432.6197,,Queso Mantecoso,Puerto Varas,Lacteos,,$/envase 1 kilo,
,01/2016,2016-01,205,115,157.7499,,Yoghurt (vainilla ó frutilla),Puerto Varas,Lacteos,,$/envase 125 gramos,
,02/2016,2016-02,858,599,711.6379,,Leche Fluida Descremada,Frutillar,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,819,599,704.2147,,Leche Fluida Entera,Frutillar,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,4879,3445,4298.6895,,Leche en Polvo Descremada,Frutillar,Lacteos,,$/Bolsa 800 grs,
,02/2016,2016-02,5289,3770,4688.1874,,Leche en Polvo Entera,Frutillar,Lacteos,,$/Bolsa 900 grs,
,02/2016,2016-02,1890,998,1446.0134,,Mantequilla,Frutillar,Lacteos,,$/pan de 250 gramos,
,02/2016,2016-02,1479,899,1215.9193,,Margarina,Frutillar,Lacteos,,$/pote 500 gramos,
,02/2016,2016-02,8276,4796,7285.5,,Queso Chanco,Frutillar,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,57162,4236,7622.7301,,Queso Gauda,Frutillar,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,7956,4052,6209.1666,,Queso Mantecoso,Frutillar,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,185,135,167.6951,,Yoghurt (vainilla ó frutilla),Frutillar,Lacteos,,$/envase 125 gramos,
,02/2016,2016-02,859,609,763.0,,Leche Fluida Descremada,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,859,609,752.1666,,Leche Fluida Entera,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,4449,3699,4121.2222,,Leche en Polvo Descremada,Llanquihue,Lacteos,,$/Bolsa 800 grs,
,02/2016,2016-02,4450,3445,4075.1666,,Leche en Polvo Entera,Llanquihue,Lacteos,,$/Bolsa 900 grs,
,02/2016,2016-02,1890,1389,1540.4999,,Mantequilla,Llanquihue,Lacteos,,$/pan de 250 gramos,
,02/2016,2016-02,1399,889,1228.8722,,Margarina,Llanquihue,Lacteos,,$/pote 500 gramos,
,02/2016,2016-02,8396,8396,8396.0,,Queso Chanco,Llanquihue,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,6396,6396,6396.0,,Queso Gauda,Llanquihue,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,8196,8196,8196.0,,Queso Mantecoso,Llanquihue,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,199,139,172.1333,,Yoghurt (vainilla ó frutilla),Llanquihue,Lacteos,,$/envase 125 gramos,
,02/2016,2016-02,899,569,707.6932,,Leche Fluida Descremada,Osorno,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,859,569,693.041,,Leche Fluida Entera,Osorno,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,5149,3445,4221.6155,,Leche en Polvo Descremada,Osorno,Lacteos,,$/Bolsa 800 grs,
,02/2016,2016-02,5690,3339,4525.1453,,Leche en Polvo Entera,Osorno,Lacteos,,$/Bolsa 900 grs,
,02/2016,2016-02,1899,1090,1458.7066,,Mantequilla,Osorno,Lacteos,,$/pan de 250 gramos,
,02/2016,2016-02,1590,790,1179.1074,,Margarina,Osorno,Lacteos,,$/pote 500 gramos,
,02/2016,2016-02,9596,3996,7154.7597,,Queso Chanco,Osorno,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,7738,3960,6060.7167,,Queso Gauda,Osorno,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,74335,4396,7251.1511,,Queso Mantecoso,Osorno,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,189,105,159.8522,,Yoghurt (vainilla ó frutilla),Osorno,Lacteos,,$/envase 125 gramos,
,02/2016,2016-02,859,479,719.1306,,Leche Fluida Descremada,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,859,479,702.3424,,Leche Fluida Entera,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,5032,3445,4231.2513,,Leche en Polvo Descremada,Puerto Montt,Lacteos,,$/Bolsa 800 grs,
,02/2016,2016-02,5019,3499,4488.6777,,Leche en Polvo Entera,Puerto Montt,Lacteos,,$/Bolsa 900 grs,
,02/2016,2016-02,1749,1000,1440.6856,,Mantequilla,Puerto Montt,Lacteos,,$/pan de 250 gramos,
,02/2016,2016-02,1529,799,1217.2187,,Margarina,Puerto Montt,Lacteos,,$/pote 500 gramos,
,02/2016,2016-02,9356,4269,7288.8023,,Queso Chanco,Puerto Montt,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,7896,4796,6374.3937,,Queso Gauda,Puerto Montt,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,11896,4719,7329.3569,,Queso Mantecoso,Puerto Montt,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,199,115,159.6587,,Yoghurt (vainilla ó frutilla),Puerto Montt,Lacteos,,$/envase 125 gramos,
,02/2016,2016-02,938,589,726.7499,,Leche Fluida Descremada,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,938,589,704.9791,,Leche Fluida Entera,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,02/2016,2016-02,4490,3990,4141.1249,,Leche en Polvo Descremada,Puerto Varas,Lacteos,,$/Bolsa 800 grs,
,02/2016,2016-02,5595,4290,4674.4583,,Leche en Polvo Entera,Puerto Varas,Lacteos,,$/Bolsa 900 grs,
,02/2016,2016-02,1570,1099,1375.7322,,Mantequilla,Puerto Varas,Lacteos,,$/pan de 250 gramos,
,02/2016,2016-02,1479,919,1185.8456,,Margarina,Puerto Varas,Lacteos,,$/pote 500 gramos,
,02/2016,2016-02,8596,3560,7068.2366,,Queso Chanco,Puerto Varas,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,7698,3920,5934.241,,Queso Gauda,Puerto Varas,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,11896,5360,7435.577,,Queso Mantecoso,Puerto Varas,Lacteos,,$/envase 1 kilo,
,02/2016,2016-02,205,129,158.8585,,Yoghurt (vainilla ó frutilla),Puerto Varas,Lacteos,,$/envase 125 gramos,
,03/2016,2016-03,858,589,693.9102,,Leche Fluida Descremada,Frutillar,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,768,589,674.9785,,Leche Fluida Entera,Frutillar,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,4879,4250,4423.3166,,Leche en Polvo Descremada,Frutillar,Lacteos,,$/Bolsa 800 grs,
,03/2016,2016-03,5298,3549,4801.7833,,Leche en Polvo Entera,Frutillar,Lacteos,,$/Bolsa 900 grs,
,03/2016,2016-03,1890,995,1410.1152,,Mantequilla,Frutillar,Lacteos,,$/pan de 250 gramos,
,03/2016,2016-03,1499,918,1199.3277,,Margarina,Frutillar,Lacteos,,$/pote 500 gramos,
,03/2016,2016-03,8076,6192,7445.0,,Queso Chanco,Frutillar,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,6792,3752,5280.038,,Queso Gauda,Frutillar,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,7956,4796,5964.3047,,Queso Mantecoso,Frutillar,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,199,139,168.0083,,Yoghurt (vainilla ó frutilla),Frutillar,Lacteos,,$/envase 125 gramos,
,03/2016,2016-03,859,589,725.2,,Leche Fluida Descremada,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,859,589,705.4999,,Leche Fluida Entera,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,4449,3699,4219.4166,,Leche en Polvo Descremada,Llanquihue,Lacteos,,$/Bolsa 800 grs,
,03/2016,2016-03,4139,3549,4040.6666,,Leche en Polvo Entera,Llanquihue,Lacteos,,$/Bolsa 900 grs,
,03/2016,2016-03,1599,1099,1463.4,,Mantequilla,Llanquihue,Lacteos,,$/pan de 250 gramos,
,03/2016,2016-03,1499,969,1199.2458,,Margarina,Llanquihue,Lacteos,,$/pote 500 gramos,
,03/2016,2016-03,199,139,162.22,,Yoghurt (vainilla ó frutilla),Llanquihue,Lacteos,,$/envase 125 gramos,
,03/2016,2016-03,899,559,702.4863,,Leche Fluida Descremada,Osorno,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,859,559,683.1014,,Leche Fluida Entera,Osorno,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,4990,3090,4151.2004,,Leche en Polvo Descremada,Osorno,Lacteos,,$/Bolsa 800 grs,
,03/2016,2016-03,5690,3549,4450.9094,,Leche en Polvo Entera,Osorno,Lacteos,,$/Bolsa 900 grs,
,03/2016,2016-03,1890,990,1413.9534,,Mantequilla,Osorno,Lacteos,,$/pan de 250 gramos,
,03/2016,2016-03,1529,799,1182.5657,,Margarina,Osorno,Lacteos,,$/pote 500 gramos,
,03/2016,2016-03,9596,4396,7201.7876,,Queso Chanco,Osorno,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,7698,3596,6071.0118,,Queso Gauda,Osorno,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,11998,3996,6903.791,,Queso Mantecoso,Osorno,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,189,105,159.7713,,Yoghurt (vainilla ó frutilla),Osorno,Lacteos,,$/envase 125 gramos,
,03/2016,2016-03,859,589,722.7551,,Leche Fluida Descremada,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,859,589,705.3336,,Leche Fluida Entera,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,5032,3090,4202.8856,,Leche en Polvo Descremada,Puerto Montt,Lacteos,,$/Bolsa 800 grs,
,03/2016,2016-03,5192,2819,4469.7704,,Leche en Polvo Entera,Puerto Montt,Lacteos,,$/Bolsa 900 grs,
,03/2016,2016-03,1799,1000,1405.7851,,Mantequilla,Puerto Montt,Lacteos,,$/pan de 250 gramos,
,03/2016,2016-03,1529,799,1201.6574,,Margarina,Puerto Montt,Lacteos,,$/pote 500 gramos,
,03/2016,2016-03,9356,4796,7274.3769,,Queso Chanco,Puerto Montt,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,9356,4396,6441.2933,,Queso Gauda,Puerto Montt,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,11896,4719,7409.5552,,Queso Mantecoso,Puerto Montt,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,199,115,155.7883,,Yoghurt (vainilla ó frutilla),Puerto Montt,Lacteos,,$/envase 125 gramos,
,03/2016,2016-03,939,589,731.9294,,Leche Fluida Descremada,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,938,589,709.8038,,Leche Fluida Entera,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,03/2016,2016-03,4490,3090,4045.3333,,Leche en Polvo Descremada,Puerto Varas,Lacteos,,$/Bolsa 800 grs,
,03/2016,2016-03,4990,3599,4596.3332,,Leche en Polvo Entera,Puerto Varas,Lacteos,,$/Bolsa 900 grs,
,03/2016,2016-03,1549,1000,1359.5832,,Mantequilla,Puerto Varas,Lacteos,,$/pan de 250 gramos,
,03/2016,2016-03,1479,878,1211.2222,,Margarina,Puerto Varas,Lacteos,,$/pote 500 gramos,
,03/2016,2016-03,79961,4360,8192.3757,,Queso Chanco,Puerto Varas,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,7698,3920,5824.0199,,Queso Gauda,Puerto Varas,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,11896,5156,7202.4361,,Queso Mantecoso,Puerto Varas,Lacteos,,$/envase 1 kilo,
,03/2016,2016-03,205,115,157.469,,Yoghurt (vainilla ó frutilla),Puerto Varas,Lacteos,,$/envase 125 gramos,
,04/2016,2016-04,858,599,728.5,,Leche Fluida Descremada,Frutillar,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,799,599,710.619,,Leche Fluida Entera,Frutillar,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,4879,3238,4383.6777,,Leche en Polvo Descremada,Frutillar,Lacteos,,$/Bolsa 800 grs,
,04/2016,2016-04,5289,3290,4430.5888,,Leche en Polvo Entera,Frutillar,Lacteos,,$/Bolsa 900 grs,
,04/2016,2016-04,1559,1098,1386.4684,,Mantequilla,Frutillar,Lacteos,,$/pan de 250 gramos,
,04/2016,2016-04,1499,918,1168.8083,,Margarina,Frutillar,Lacteos,,$/pote 500 gramos,
,04/2016,2016-04,8076,3996,5936.3333,,Queso Chanco,Frutillar,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,7036,3996,5628.3968,,Queso Gauda,Frutillar,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,7956,5032,5807.9777,,Queso Mantecoso,Frutillar,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,185,139,169.3121,,Yoghurt (vainilla ó frutilla),Frutillar,Lacteos,,$/envase 125 gramos,
,04/2016,2016-04,859,599,745.0,,Leche Fluida Descremada,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,859,599,726.5,,Leche Fluida Entera,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,4449,3238,3912.7777,,Leche en Polvo Descremada,Llanquihue,Lacteos,,$/Bolsa 800 grs,
,04/2016,2016-04,4450,4269,4389.6666,,Leche en Polvo Entera,Llanquihue,Lacteos,,$/Bolsa 900 grs,
,04/2016,2016-04,1499,1299,1394.7321,,Mantequilla,Llanquihue,Lacteos,,$/pan de 250 gramos,
,04/2016,2016-04,1349,929,1163.9,,Margarina,Llanquihue,Lacteos,,$/pote 500 gramos,
,04/2016,2016-04,7316,7316,7316.0,,Queso Chanco,Llanquihue,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,7780,5196,5992.0,,Queso Gauda,Llanquihue,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,6756,5716,6209.3333,,Queso Mantecoso,Llanquihue,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,185,110,167.2,,Yoghurt (vainilla ó frutilla),Llanquihue,Lacteos,,$/envase 125 gramos,
,04/2016,2016-04,899,589,728.7287,,Leche Fluida Descremada,Osorno,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,859,589,715.4437,,Leche Fluida Entera,Osorno,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,4990,3090,4083.319,,Leche en Polvo Descremada,Osorno,Lacteos,,$/Bolsa 800 grs,
,04/2016,2016-04,5690,3499,4433.4263,,Leche en Polvo Entera,Osorno,Lacteos,,$/Bolsa 900 grs,
,04/2016,2016-04,1890,1090,1419.8815,,Mantequilla,Osorno,Lacteos,,$/pan de 250 gramos,
,04/2016,2016-04,1499,790,1189.4351,,Margarina,Osorno,Lacteos,,$/pote 500 gramos,
,04/2016,2016-04,9356,4000,7026.8274,,Queso Chanco,Osorno,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,7378,4396,5969.7733,,Queso Gauda,Osorno,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,11896,3960,6781.6977,,Queso Mantecoso,Osorno,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,195,105,162.6844,,Yoghurt (vainilla ó frutilla),Osorno,Lacteos,,$/envase 125 gramos,
,04/2016,2016-04,859,589,725.4844,,Leche Fluida Descremada,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,859,589,711.3516,,Leche Fluida Entera,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,4699,3090,3838.0462,,Leche en Polvo Descremada,Puerto Montt,Lacteos,,$/Bolsa 800 grs,
,04/2016,2016-04,4599,3570,4149.9388,,Leche en Polvo Entera,Puerto Montt,Lacteos,,$/Bolsa 900 grs,
,04/2016,2016-04,1749,1120,1407.6425,,Mantequilla,Puerto Montt,Lacteos,,$/pan de 250 gramos,
,04/2016,2016-04,1490,799,1169.5846,,Margarina,Puerto Montt,Lacteos,,$/pote 500 gramos,
,04/2016,2016-04,9396,5160,7287.4533,,Queso Chanco,Puerto Montt,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,7356,4360,6085.1318,,Queso Gauda,Puerto Montt,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,11896,3960,7284.3,,Queso Mantecoso,Puerto Montt,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,195,105,159.8708,,Yoghurt (vainilla ó frutilla),Puerto Montt,Lacteos,,$/envase 125 gramos,
,04/2016,2016-04,890,548,735.3603,,Leche Fluida Descremada,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,895,548,725.6132,,Leche Fluida Entera,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,04/2016,2016-04,4490,3090,3898.8041,,Leche en Polvo Descremada,Puerto Varas,Lacteos,,$/Bolsa 800 grs,
,04/2016,2016-04,4990,3690,4592.6333,,Leche en Polvo Entera,Puerto Varas,Lacteos,,$/Bolsa 900 grs,
,04/2016,2016-04,1619,1099,1379.8885,,Mantequilla,Puerto Varas,Lacteos,,$/pan de 250 gramos,
,04/2016,2016-04,1479,878,1182.1747,,Margarina,Puerto Varas,Lacteos,,$/pote 500 gramos,
,04/2016,2016-04,9356,3920,7364.8993,,Queso Chanco,Puerto Varas,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,7789,3920,6071.0242,,Queso Gauda,Puerto Varas,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,10360,3960,7476.1422,,Queso Mantecoso,Puerto Varas,Lacteos,,$/envase 1 kilo,
,04/2016,2016-04,205,108,158.421,,Yoghurt (vainilla ó frutilla),Puerto Varas,Lacteos,,$/envase 125 gramos,
,05/2016,2016-05,858,599,756.9106,,Leche Fluida Descremada,Frutillar,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,819,659,746.3975,,Leche Fluida Entera,Frutillar,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,4879,2990,4273.8749,,Leche en Polvo Descremada,Frutillar,Lacteos,,$/Bolsa 800 grs,
,05/2016,2016-05,5289,3290,4807.2875,,Leche en Polvo Entera,Frutillar,Lacteos,,$/Bolsa 900 grs,
,05/2016,2016-05,1559,1098,1375.4848,,Mantequilla,Frutillar,Lacteos,,$/pan de 250 gramos,
,05/2016,2016-05,1490,918,1196.5237,,Margarina,Frutillar,Lacteos,,$/pote 500 gramos,
,05/2016,2016-05,7316,3996,6348.0,,Queso Chanco,Frutillar,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,6598,3992,5176.0404,,Queso Gauda,Frutillar,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,7956,4560,5778.2,,Queso Mantecoso,Frutillar,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,195,139,172.2118,,Yoghurt (vainilla ó frutilla),Frutillar,Lacteos,,$/envase 125 gramos,
,05/2016,2016-05,819,619,717.875,,Leche Fluida Descremada,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,819,619,698.375,,Leche Fluida Entera,Llanquihue,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,4449,3190,4112.4166,,Leche en Polvo Descremada,Llanquihue,Lacteos,,$/Bolsa 800 grs,
,05/2016,2016-05,4699,3490,4396.75,,Leche en Polvo Entera,Llanquihue,Lacteos,,$/Bolsa 900 grs,
,05/2016,2016-05,1539,1090,1456.6904,,Mantequilla,Llanquihue,Lacteos,,$/pan de 250 gramos,
,05/2016,2016-05,1499,1019,1222.0375,,Margarina,Llanquihue,Lacteos,,$/pote 500 gramos,
,05/2016,2016-05,7380,4396,5342.0,,Queso Gauda,Llanquihue,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,7596,5596,6386.0,,Queso Mantecoso,Llanquihue,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,195,155,172.15,,Yoghurt (vainilla ó frutilla),Llanquihue,Lacteos,,$/envase 125 gramos,
,05/2016,2016-05,899,599,725.5355,,Leche Fluida Descremada,Osorno,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,859,599,707.6752,,Leche Fluida Entera,Osorno,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,5490,2990,4123.8214,,Leche en Polvo Descremada,Osorno,Lacteos,,$/Bolsa 800 grs,
,05/2016,2016-05,5690,3290,4378.6238,,Leche en Polvo Entera,Osorno,Lacteos,,$/Bolsa 900 grs,
,05/2016,2016-05,1890,1090,1419.9136,,Mantequilla,Osorno,Lacteos,,$/pan de 250 gramos,
,05/2016,2016-05,1599,779,1184.1413,,Margarina,Osorno,Lacteos,,$/pote 500 gramos,
,05/2016,2016-05,9356,3780,7067.1118,,Queso Chanco,Osorno,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,7998,3590,5963.5489,,Queso Gauda,Osorno,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,11896,3290,6907.802,,Queso Mantecoso,Osorno,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,199,105,164.8187,,Yoghurt (vainilla ó frutilla),Osorno,Lacteos,,$/envase 125 gramos,
,05/2016,2016-05,849,619,716.3431,,Leche Fluida Descremada,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,849,599,701.8131,,Leche Fluida Entera,Puerto Montt,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,4699,2990,3860.3415,,Leche en Polvo Descremada,Puerto Montt,Lacteos,,$/Bolsa 800 grs,
,05/2016,2016-05,4790,3490,4117.8739,,Leche en Polvo Entera,Puerto Montt,Lacteos,,$/Bolsa 900 grs,
,05/2016,2016-05,1689,1042,1379.6407,,Mantequilla,Puerto Montt,Lacteos,,$/pan de 250 gramos,
,05/2016,2016-05,1490,799,1176.4328,,Margarina,Puerto Montt,Lacteos,,$/pote 500 gramos,
,05/2016,2016-05,9396,3780,6518.6357,,Queso Chanco,Puerto Montt,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,7998,4360,5944.0871,,Queso Gauda,Puerto Montt,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,11896,3960,6817.6664,,Queso Mantecoso,Puerto Montt,Lacteos,,$/envase 1 kilo,
,05/2016,2016-05,195,105,160.1481,,Yoghurt (vainilla ó frutilla),Puerto Montt,Lacteos,,$/envase 125 gramos,
,05/2016,2016-05,895,548,736.5622,,Leche Fluida Descremada,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
,05/2016,2016-05,895,548,730.7272,,Leche Fluida Entera,Puerto Varas,Lacteos,,$/Caja de 1 Litro,
