Calidad,Mes/Año,Momento,Precio máximo,Precio mínimo,Precio promedio,Procedencia,Producto,Sector,Tipo,Tipo punto monitoreo,Unidad,Variedad
,08/2014,2014-08,2249,1129,1558.2966,,Maravilla,Osorno,Aceite,,$/litro,
,08/2014,2014-08,1735,790,1410.9042,,Vegetal,Osorno,Aceite,,$/litro,
,08/2014,2014-08,1719,1220,1516.6203,,Maravilla,Puerto Montt,Aceite,,$/litro,
,08/2014,2014-08,1749,809,1357.3113,,Vegetal,Puerto Montt,Aceite,,$/litro,
,09/2014,2014-09,1768,1589,1680.2222,,Maravilla,Frutillar,Aceite,,$/litro,
,09/2014,2014-09,1799,799,1354.8083,,Vegetal,Frutillar,Aceite,,$/litro,
,09/2014,2014-09,1755,1190,1579.5833,,Maravilla,Llanquihue,Aceite,,$/litro,
,09/2014,2014-09,1699,839,1408.4166,,Vegetal,Llanquihue,Aceite,,$/litro,
,09/2014,2014-09,1755,799,1519.6709,,Maravilla,Osorno,Aceite,,$/litro,
,09/2014,2014-09,2650,799,1396.5417,,Vegetal,Osorno,Aceite,,$/litro,
,09/2014,2014-09,1719,1190,1542.906,,Maravilla,Puerto Montt,Aceite,,$/litro,
,09/2014,2014-09,1799,799,1371.4852,,Vegetal,Puerto Montt,Aceite,,$/litro,
,09/2014,2014-09,1837,1199,1553.3125,,Maravilla,Puerto Varas,Aceite,,$/litro,
,09/2014,2014-09,1699,1179,1430.6178,,Vegetal,Puerto Varas,Aceite,,$/litro,
,10/2014,2014-10,1768,1199,1651.9047,,Maravilla,Frutillar,Aceite,,$/litro,
,10/2014,2014-10,1799,1249,1547.1626,,Vegetal,Frutillar,Aceite,,$/litro,
,10/2014,2014-10,1755,1190,1661.2222,,Maravilla,Llanquihue,Aceite,,$/litro,
,10/2014,2014-10,1735,839,1453.6666,,Vegetal,Llanquihue,Aceite,,$/litro,
,10/2014,2014-10,1755,1190,1488.6461,,Maravilla,Osorno,Aceite,,$/litro,
,10/2014,2014-10,1735,799,1393.4931,,Vegetal,Osorno,Aceite,,$/litro,
,10/2014,2014-10,1958,1190,1516.1122,,Maravilla,Puerto Montt,Aceite,,$/litro,
,10/2014,2014-10,1799,799,1423.8128,,Vegetal,Puerto Montt,Aceite,,$/litro,
,10/2014,2014-10,1837,1199,1532.4011,,Maravilla,Puerto Varas,Aceite,,$/litro,
,10/2014,2014-10,1699,1120,1466.9964,,Vegetal,Puerto Varas,Aceite,,$/litro,
,11/2014,2014-11,1755,1190,1465.296,,Maravilla,Osorno,Aceite,,$/litro,
,11/2014,2014-11,1735,819,1387.7803,,Vegetal,Osorno,Aceite,,$/litro,
,11/2014,2014-11,1719,1190,1440.6562,,Maravilla,Puerto Montt,Aceite,,$/litro,
,11/2014,2014-11,1650,825,1375.2569,,Vegetal,Puerto Montt,Aceite,,$/litro,
,11/2014,2014-11,1837,1250,1542.5625,,Maravilla,Puerto Varas,Aceite,,$/litro,
,11/2014,2014-11,1650,1165,1407.5937,,Vegetal,Puerto Varas,Aceite,,$/litro,
,12/2014,2014-12,1719,1190,1447.019,,Maravilla,Osorno,Aceite,,$/litro,
,12/2014,2014-12,1649,888,1405.1309,,Vegetal,Osorno,Aceite,,$/litro,
,12/2014,2014-12,2499,1149,1414.3729,,Maravilla,Puerto Montt,Aceite,,$/litro,
,12/2014,2014-12,1890,1120,1421.2805,,Vegetal,Puerto Montt,Aceite,,$/litro,
,12/2014,2014-12,2439,1250,1549.625,,Maravilla,Puerto Varas,Aceite,,$/litro,
,12/2014,2014-12,1670,1199,1451.9166,,Vegetal,Puerto Varas,Aceite,,$/litro,
,01/2015,2015-01,1749,1190,1436.9037,,Maravilla,Osorno,Aceite,,$/litro,
,01/2015,2015-01,1699,880,1340.1227,,Vegetal,Osorno,Aceite,,$/litro,
,01/2015,2015-01,1719,1110,1412.8139,,Maravilla,Puerto Montt,Aceite,,$/litro,
,01/2015,2015-01,1639,1120,1374.302,,Vegetal,Puerto Montt,Aceite,,$/litro,
,01/2015,2015-01,1895,1250,1512.4151,,Maravilla,Puerto Varas,Aceite,,$/litro,
,01/2015,2015-01,1625,1199,1394.75,,Vegetal,Puerto Varas,Aceite,,$/litro,
,02/2015,2015-02,1749,1249,1480.6666,,Maravilla,Frutillar,Aceite,,$/litro,
,02/2015,2015-02,1499,1120,1309.5,,Vegetal,Frutillar,Aceite,,$/litro,
,02/2015,2015-02,1749,1190,1478.3402,,Maravilla,Osorno,Aceite,,$/litro,
,02/2015,2015-02,1699,770,1326.3574,,Vegetal,Osorno,Aceite,,$/litro,
,02/2015,2015-02,1749,749,1441.0972,,Maravilla,Puerto Montt,Aceite,,$/litro,
,02/2015,2015-02,1699,809,1382.6215,,Vegetal,Puerto Montt,Aceite,,$/litro,
,02/2015,2015-02,1895,1260,1563.6875,,Maravilla,Puerto Varas,Aceite,,$/litro,
,02/2015,2015-02,1749,1199,1430.3125,,Vegetal,Puerto Varas,Aceite,,$/litro,
,03/2015,2015-03,1819,1658,1738.5,,Maravilla,Frutillar,Aceite,,$/litro,
,03/2015,2015-03,1599,1478,1538.5,,Vegetal,Frutillar,Aceite,,$/litro,
,03/2015,2015-03,1924,1290,1585.9999,,Maravilla,Llanquihue,Aceite,,$/litro,
,03/2015,2015-03,1659,932,1179.9444,,Vegetal,Llanquihue,Aceite,,$/litro,
,03/2015,2015-03,1799,1220,1515.2019,,Maravilla,Osorno,Aceite,,$/litro,
,03/2015,2015-03,1749,809,1347.0331,,Vegetal,Osorno,Aceite,,$/litro,
,03/2015,2015-03,1889,1120,1559.9861,,Maravilla,Puerto Montt,Aceite,,$/litro,
,03/2015,2015-03,1799,809,1405.0624,,Vegetal,Puerto Montt,Aceite,,$/litro,
,03/2015,2015-03,1799,1260,1532.8333,,Maravilla,Puerto Varas,Aceite,,$/litro,
,03/2015,2015-03,1699,1199,1388.0,,Vegetal,Puerto Varas,Aceite,,$/litro,
,04/2015,2015-04,2145,1658,1862.3,,Maravilla,Frutillar,Aceite,,$/litro,
,04/2015,2015-04,1895,1478,1653.3,,Vegetal,Frutillar,Aceite,,$/litro,
,04/2015,2015-04,1765,1280,1537.8666,,Maravilla,Llanquihue,Aceite,,$/litro,
,04/2015,2015-04,1659,932,1377.1333,,Vegetal,Llanquihue,Aceite,,$/litro,
,04/2015,2015-04,1799,1245,1514.8921,,Maravilla,Osorno,Aceite,,$/litro,
,04/2015,2015-04,1749,883,1306.0432,,Vegetal,Osorno,Aceite,,$/litro,
,04/2015,2015-04,1889,889,1535.3583,,Maravilla,Puerto Montt,Aceite,,$/litro,
,04/2015,2015-04,1799,900,1387.6715,,Vegetal,Puerto Montt,Aceite,,$/litro,
,04/2015,2015-04,1895,1260,1604.9607,,Maravilla,Puerto Varas,Aceite,,$/litro,
,04/2015,2015-04,1699,1000,1424.7357,,Vegetal,Puerto Varas,Aceite,,$/litro,
,05/2015,2015-05,2145,1951,2072.25,,Maravilla,Frutillar,Aceite,,$/litro,
,05/2015,2015-05,1895,1608,1751.5,,Vegetal,Frutillar,Aceite,,$/litro,
,05/2015,2015-05,1765,1290,1546.75,,Maravilla,Llanquihue,Aceite,,$/litro,
,05/2015,2015-05,1659,932,1383.3333,,Vegetal,Llanquihue,Aceite,,$/litro,
,05/2015,2015-05,1799,1245,1533.5959,,Maravilla,Osorno,Aceite,,$/litro,
,05/2015,2015-05,1749,883,1350.0754,,Vegetal,Osorno,Aceite,,$/litro,
,05/2015,2015-05,1990,1245,1570.2999,,Maravilla,Puerto Montt,Aceite,,$/litro,
,05/2015,2015-05,1799,888,1410.8662,,Vegetal,Puerto Montt,Aceite,,$/litro,
,05/2015,2015-05,1895,1260,1589.6562,,Maravilla,Puerto Varas,Aceite,,$/litro,
,05/2015,2015-05,1699,1100,1406.8125,,Vegetal,Puerto Varas,Aceite,,$/litro,
,06/2015,2015-06,1815,1650,1732.5,,Maravilla,Frutillar,Aceite,,$/litro,
,06/2015,2015-06,1599,1360,1479.5,,Vegetal,Frutillar,Aceite,,$/litro,
,06/2015,2015-06,1765,1290,1600.0,,Maravilla,Llanquihue,Aceite,,$/litro,
,06/2015,2015-06,1629,900,1320.3333,,Vegetal,Llanquihue,Aceite,,$/litro,
,06/2015,2015-06,1799,1000,1510.1882,,Maravilla,Osorno,Aceite,,$/litro,
,06/2015,2015-06,1789,810,1358.4423,,Vegetal,Osorno,Aceite,,$/litro,
,06/2015,2015-06,1990,1190,1569.8082,,Maravilla,Puerto Montt,Aceite,,$/litro,
,06/2015,2015-06,1799,900,1399.9631,,Vegetal,Puerto Montt,Aceite,,$/litro,
,06/2015,2015-06,1895,1190,1544.85,,Maravilla,Puerto Varas,Aceite,,$/litro,
,06/2015,2015-06,1789,1000,1430.0958,,Vegetal,Puerto Varas,Aceite,,$/litro,
,07/2015,2015-07,1815,1650,1732.5,,Maravilla,Frutillar,Aceite,,$/litro,
,07/2015,2015-07,1599,1360,1479.5,,Vegetal,Frutillar,Aceite,,$/litro,
,07/2015,2015-07,1765,932,1358.4166,,Maravilla,Llanquihue,Aceite,,$/litro,
,07/2015,2015-07,1629,932,1321.0,,Vegetal,Llanquihue,Aceite,,$/litro,
,07/2015,2015-07,1855,1129,1545.3527,,Maravilla,Osorno,Aceite,,$/litro,
,07/2015,2015-07,1719,883,1310.4535,,Vegetal,Osorno,Aceite,,$/litro,
,07/2015,2015-07,1999,1190,1545.3288,,Maravilla,Puerto Montt,Aceite,,$/litro,
,07/2015,2015-07,1799,900,1356.6516,,Vegetal,Puerto Montt,Aceite,,$/litro,
,07/2015,2015-07,1895,1190,1557.2261,,Maravilla,Puerto Varas,Aceite,,$/litro,
,07/2015,2015-07,2580,1100,1473.2261,,Vegetal,Puerto Varas,Aceite,,$/litro,
,08/2015,2015-08,1815,1648,1732.25,,Maravilla,Frutillar,Aceite,,$/litro,
,08/2015,2015-08,1599,1360,1479.5,,Vegetal,Frutillar,Aceite,,$/litro,
,08/2015,2015-08,1765,1290,1581.5833,,Maravilla,Llanquihue,Aceite,,$/litro,
,08/2015,2015-08,1629,932,1418.5416,,Vegetal,Llanquihue,Aceite,,$/litro,
,08/2015,2015-08,1855,1120,1548.9696,,Maravilla,Osorno,Aceite,,$/litro,
,08/2015,2015-08,1745,810,1346.9053,,Vegetal,Osorno,Aceite,,$/litro,
,08/2015,2015-08,1990,1199,1545.6041,,Maravilla,Puerto Montt,Aceite,,$/litro,
,08/2015,2015-08,1799,900,1368.3419,,Vegetal,Puerto Montt,Aceite,,$/litro,
,08/2015,2015-08,1895,895,1516.8055,,Maravilla,Puerto Varas,Aceite,,$/litro,
,08/2015,2015-08,1625,1199,1389.865,,Vegetal,Puerto Varas,Aceite,,$/litro,
,09/2015,2015-09,1815,1648,1731.5,,Maravilla,Frutillar,Aceite,,$/litro,
,09/2015,2015-09,1599,1468,1533.5,,Vegetal,Frutillar,Aceite,,$/litro,
,09/2015,2015-09,1765,1460,1676.875,,Maravilla,Llanquihue,Aceite,,$/litro,
,09/2015,2015-09,1629,932,1337.6666,,Vegetal,Llanquihue,Aceite,,$/litro,
,09/2015,2015-09,1890,900,1544.0745,,Maravilla,Osorno,Aceite,,$/litro,
,09/2015,2015-09,1770,888,1349.2263,,Vegetal,Osorno,Aceite,,$/litro,
,09/2015,2015-09,1990,1199,1537.1037,,Maravilla,Puerto Montt,Aceite,,$/litro,
,09/2015,2015-09,1799,810,1336.4038,,Vegetal,Puerto Montt,Aceite,,$/litro,
,09/2015,2015-09,1895,1199,1584.3,,Maravilla,Puerto Varas,Aceite,,$/litro,
,09/2015,2015-09,1690,1100,1425.3964,,Vegetal,Puerto Varas,Aceite,,$/litro,
,10/2015,2015-10,1815,1648,1717.0,,Maravilla,Frutillar,Aceite,,$/litro,
,10/2015,2015-10,1599,1299,1455.3333,,Vegetal,Frutillar,Aceite,,$/litro,
,10/2015,2015-10,2119,1550,1809.8888,,Maravilla,Llanquihue,Aceite,,$/litro,
,10/2015,2015-10,1689,900,1385.7222,,Vegetal,Llanquihue,Aceite,,$/litro,
,10/2015,2015-10,2169,1260,1619.8885,,Maravilla,Osorno,Aceite,,$/litro,
,10/2015,2015-10,1770,898,1347.3742,,Vegetal,Osorno,Aceite,,$/litro,
,10/2015,2015-10,2149,1249,1618.2447,,Maravilla,Puerto Montt,Aceite,,$/litro,
,10/2015,2015-10,1799,888,1381.118,,Vegetal,Puerto Montt,Aceite,,$/litro,
,10/2015,2015-10,2095,1129,1580.8715,,Maravilla,Puerto Varas,Aceite,,$/litro,
,10/2015,2015-10,1690,1000,1418.584,,Vegetal,Puerto Varas,Aceite,,$/litro,
,11/2015,2015-11,1859,1648,1752.1666,,Maravilla,Frutillar,Aceite,,$/litro,
,11/2015,2015-11,1599,1299,1477.1666,,Vegetal,Frutillar,Aceite,,$/litro,
,11/2015,2015-11,2119,1529,1702.9166,,Maravilla,Llanquihue,Aceite,,$/litro,
,11/2015,2015-11,1719,900,1347.625,,Vegetal,Llanquihue,Aceite,,$/litro,
,11/2015,2015-11,2199,1249,1710.802,,Maravilla,Osorno,Aceite,,$/litro,
,11/2015,2015-11,1719,888,1374.0388,,Vegetal,Osorno,Aceite,,$/litro,
,11/2015,2015-11,2119,1249,1656.9138,,Maravilla,Puerto Montt,Aceite,,$/litro,
,11/2015,2015-11,1690,878,1350.1874,,Vegetal,Puerto Montt,Aceite,,$/litro,
,11/2015,2015-11,1895,1249,1625.5674,,Maravilla,Puerto Varas,Aceite,,$/litro,
,11/2015,2015-11,1690,1000,1387.1187,,Vegetal,Puerto Varas,Aceite,,$/litro,
,12/2015,2015-12,2119,1290,1773.1666,,Maravilla,Frutillar,Aceite,,$/litro,
,12/2015,2015-12,1729,810,1430.4095,,Vegetal,Frutillar,Aceite,,$/litro,
,12/2015,2015-12,2199,1529,1808.1666,,Maravilla,Llanquihue,Aceite,,$/litro,
,12/2015,2015-12,1719,810,1338.0,,Vegetal,Llanquihue,Aceite,,$/litro,
,12/2015,2015-12,2119,1290,1651.4261,,Maravilla,Osorno,Aceite,,$/litro,
,12/2015,2015-12,1729,799,1390.7384,,Vegetal,Osorno,Aceite,,$/litro,
,12/2015,2015-12,2119,1299,1595.9555,,Maravilla,Puerto Montt,Aceite,,$/litro,
,12/2015,2015-12,1729,810,1362.1033,,Vegetal,Puerto Montt,Aceite,,$/litro,
,12/2015,2015-12,1895,1199,1564.7708,,Maravilla,Puerto Varas,Aceite,,$/litro,
,12/2015,2015-12,1690,810,1390.5456,,Vegetal,Puerto Varas,Aceite,,$/litro,
,01/2016,2016-01,1919,1299,1757.8214,,Maravilla,Frutillar,Aceite,,$/litro,
,01/2016,2016-01,1719,819,1517.4702,,Vegetal,Frutillar,Aceite,,$/litro,
,01/2016,2016-01,1949,1299,1597.0625,,Maravilla,Llanquihue,Aceite,,$/litro,
,01/2016,2016-01,1719,819,1366.0208,,Vegetal,Llanquihue,Aceite,,$/litro,
,01/2016,2016-01,2090,1299,1684.1645,,Maravilla,Osorno,Aceite,,$/litro,
,01/2016,2016-01,1990,810,1452.1437,,Vegetal,Osorno,Aceite,,$/litro,
,01/2016,2016-01,1949,1299,1636.9812,,Maravilla,Puerto Montt,Aceite,,$/litro,
,01/2016,2016-01,1720,799,1420.7897,,Vegetal,Puerto Montt,Aceite,,$/litro,
,01/2016,2016-01,1895,1130,1644.0173,,Maravilla,Puerto Varas,Aceite,,$/litro,
,01/2016,2016-01,1690,1000,1423.6694,,Vegetal,Puerto Varas,Aceite,,$/litro,
,02/2016,2016-02,2289,1299,1773.4166,,Maravilla,Frutillar,Aceite,,$/litro,
,02/2016,2016-02,1899,977,1545.2967,,Vegetal,Frutillar,Aceite,,$/litro,
,02/2016,2016-02,1949,1299,1736.5,,Maravilla,Llanquihue,Aceite,,$/litro,
,02/2016,2016-02,1699,900,1408.5555,,Vegetal,Llanquihue,Aceite,,$/litro,
,02/2016,2016-02,2090,1149,1656.6859,,Maravilla,Osorno,Aceite,,$/litro,
,02/2016,2016-02,1990,819,1454.4457,,Vegetal,Osorno,Aceite,,$/litro,
,02/2016,2016-02,1990,1149,1646.1677,,Maravilla,Puerto Montt,Aceite,,$/litro,
,02/2016,2016-02,1988,789,1469.5607,,Vegetal,Puerto Montt,Aceite,,$/litro,
,02/2016,2016-02,1895,1149,1677.4652,,Maravilla,Puerto Varas,Aceite,,$/litro,
,02/2016,2016-02,1950,1050,1480.7636,,Vegetal,Puerto Varas,Aceite,,$/litro,
,03/2016,2016-03,1990,1450,1793.9866,,Maravilla,Frutillar,Aceite,,$/litro,
,03/2016,2016-03,1849,910,1508.3237,,Vegetal,Frutillar,Aceite,,$/litro,
,03/2016,2016-03,1990,1299,1786.8333,,Maravilla,Llanquihue,Aceite,,$/litro,
,03/2016,2016-03,1849,900,1400.2166,,Vegetal,Llanquihue,Aceite,,$/litro,
,03/2016,2016-03,2199,1245,1667.6645,,Maravilla,Osorno,Aceite,,$/litro,
,03/2016,2016-03,1990,853,1455.6488,,Vegetal,Osorno,Aceite,,$/litro,
,03/2016,2016-03,2127,1099,1675.1767,,Maravilla,Puerto Montt,Aceite,,$/litro,
,03/2016,2016-03,1988,790,1469.2143,,Vegetal,Puerto Montt,Aceite,,$/litro,
,03/2016,2016-03,1990,1370,1705.4199,,Maravilla,Puerto Varas,Aceite,,$/litro,
,03/2016,2016-03,1890,1000,1508.8945,,Vegetal,Puerto Varas,Aceite,,$/litro,
,04/2016,2016-04,1949,1690,1814.2221,,Maravilla,Frutillar,Aceite,,$/litro,
,04/2016,2016-04,1729,1011,1509.0952,,Vegetal,Frutillar,Aceite,,$/litro,
,04/2016,2016-04,1950,1690,1834.1111,,Maravilla,Llanquihue,Aceite,,$/litro,
,04/2016,2016-04,1729,1011,1416.6666,,Vegetal,Llanquihue,Aceite,,$/litro,
,04/2016,2016-04,2090,1299,1699.4372,,Maravilla,Osorno,Aceite,,$/litro,
,04/2016,2016-04,1990,888,1450.411,,Vegetal,Osorno,Aceite,,$/litro,
,04/2016,2016-04,1949,1280,1629.2098,,Maravilla,Puerto Montt,Aceite,,$/litro,
,04/2016,2016-04,1849,877,1424.6855,,Vegetal,Puerto Montt,Aceite,,$/litro,
,04/2016,2016-04,1895,1370,1707.3277,,Maravilla,Puerto Varas,Aceite,,$/litro,
,04/2016,2016-04,1790,1000,1472.7499,,Vegetal,Puerto Varas,Aceite,,$/litro,
,05/2016,2016-05,1950,1439,1795.3916,,Maravilla,Frutillar,Aceite,,$/litro,
,05/2016,2016-05,1849,967,1545.2856,,Vegetal,Frutillar,Aceite,,$/litro,
,05/2016,2016-05,2519,1439,1822.0833,,Maravilla,Llanquihue,Aceite,,$/litro,
,05/2016,2016-05,1849,967,1436.6666,,Vegetal,Llanquihue,Aceite,,$/litro,
,05/2016,2016-05,2090,1290,1679.2025,,Maravilla,Osorno,Aceite,,$/litro,
,05/2016,2016-05,1990,888,1437.0334,,Vegetal,Osorno,Aceite,,$/litro,
,05/2016,2016-05,1990,1149,1581.1749,,Maravilla,Puerto Montt,Aceite,,$/litro,
,05/2016,2016-05,1849,800,1350.0404,,Vegetal,Puerto Montt,Aceite,,$/litro,
,05/2016,2016-05,1995,1299,1619.2222,,Maravilla,Puerto Varas,Aceite,,$/litro,
,05/2016,2016-05,1790,1111,1465.5787,,Vegetal,Puerto Varas,Aceite,,$/litro,
,06/2016,2016-06,2519,1215,1805.6249,,Maravilla,Frutillar,Aceite,,$/litro,
,06/2016,2016-06,1849,967,1510.5666,,Vegetal,Frutillar,Aceite,,$/litro,
,06/2016,2016-06,2519,1439,1893.625,,Maravilla,Llanquihue,Aceite,,$/litro,
,06/2016,2016-06,1849,900,1522.5624,,Vegetal,Llanquihue,Aceite,,$/litro,
,06/2016,2016-06,2090,1149,1597.6531,,Maravilla,Osorno,Aceite,,$/litro,
,06/2016,2016-06,1990,869,1391.611,,Vegetal,Osorno,Aceite,,$/litro,
,06/2016,2016-06,1990,1149,1581.0023,,Maravilla,Puerto Montt,Aceite,,$/litro,
,06/2016,2016-06,1950,625,1400.1233,,Vegetal,Puerto Montt,Aceite,,$/litro,
,06/2016,2016-06,1995,1290,1693.7249,,Maravilla,Puerto Varas,Aceite,,$/litro,
,06/2016,2016-06,1790,1149,1525.8155,,Vegetal,Puerto Varas,Aceite,,$/litro,
,07/2016,2016-07,2519,1420,1924.6444,,Maravilla,Frutillar,Aceite,,$/litro,
,07/2016,2016-07,1849,977,1535.3333,,Vegetal,Frutillar,Aceite,,$/litro,
,07/2016,2016-07,2519,1420,1893.9999,,Maravilla,Llanquihue,Aceite,,$/litro,
,07/2016,2016-07,1849,977,1415.2222,,Vegetal,Llanquihue,Aceite,,$/litro,
,07/2016,2016-07,2519,1290,1776.7515,,Maravilla,Osorno,Aceite,,$/litro,
,07/2016,2016-07,2090,879,1424.371,,Vegetal,Osorno,Aceite,,$/litro,
,07/2016,2016-07,2519,1215,1686.1922,,Maravilla,Puerto Montt,Aceite,,$/litro,
,07/2016,2016-07,1949,810,1458.5702,,Vegetal,Puerto Montt,Aceite,,$/litro,
,07/2016,2016-07,1995,1290,1744.9513,,Maravilla,Puerto Varas,Aceite,,$/litro,
,07/2016,2016-07,1790,1040,1503.5161,,Vegetal,Puerto Varas,Aceite,,$/litro,
,08/2016,2016-08,2519,1590,1951.85,,Maravilla,Frutillar,Aceite,,$/litro,
,08/2016,2016-08,1949,977,1579.3916,,Vegetal,Frutillar,Aceite,,$/litro,
,08/2016,2016-08,2519,1440,1832.25,,Maravilla,Llanquihue,Aceite,,$/litro,
,08/2016,2016-08,1849,977,1460.4375,,Vegetal,Llanquihue,Aceite,,$/litro,
,08/2016,2016-08,2519,1290,1771.7827,,Maravilla,Osorno,Aceite,,$/litro,
,08/2016,2016-08,2090,810,1478.0375,,Vegetal,Osorno,Aceite,,$/litro,
,08/2016,2016-08,2519,1290,1743.8305,,Maravilla,Puerto Montt,Aceite,,$/litro,
,08/2016,2016-08,1949,877,1447.4663,,Vegetal,Puerto Montt,Aceite,,$/litro,
,08/2016,2016-08,1995,1290,1748.4555,,Maravilla,Puerto Varas,Aceite,,$/litro,
,08/2016,2016-08,1950,1040,1529.6327,,Vegetal,Puerto Varas,Aceite,,$/litro,
,09/2016,2016-09,2220,1659,1971.2666,,Maravilla,Frutillar,Aceite,,$/litro,
,09/2016,2016-09,1829,977,1590.8809,,Vegetal,Frutillar,Aceite,,$/litro,
,09/2016,2016-09,2220,1790,1991.8888,,Maravilla,Llanquihue,Aceite,,$/litro,
,09/2016,2016-09,1799,977,1474.3333,,Vegetal,Llanquihue,Aceite,,$/litro,
,09/2016,2016-09,2519,1290,1773.3275,,Maravilla,Osorno,Aceite,,$/litro,
,09/2016,2016-09,2090,780,1472.5855,,Vegetal,Osorno,Aceite,,$/litro,
,09/2016,2016-09,2529,1250,1754.1788,,Maravilla,Puerto Montt,Aceite,,$/litro,
,09/2016,2016-09,1950,866,1442.9274,,Vegetal,Puerto Montt,Aceite,,$/litro,
,09/2016,2016-09,1995,1290,1692.3015,,Maravilla,Puerto Varas,Aceite,,$/litro,
,09/2016,2016-09,1950,977,1560.1227,,Vegetal,Puerto Varas,Aceite,,$/litro,
,10/2016,2016-10,2099,1479,1816.0416,,Maravilla,Frutillar,Aceite,,$/litro,
,10/2016,2016-10,1949,977,1568.0535,,Vegetal,Frutillar,Aceite,,$/litro,
,10/2016,2016-10,2519,1549,1863.4166,,Maravilla,Llanquihue,Aceite,,$/litro,
,10/2016,2016-10,1949,977,1470.1875,,Vegetal,Llanquihue,Aceite,,$/litro,
,10/2016,2016-10,2529,1290,1702.7156,,Maravilla,Osorno,Aceite,,$/litro,
,10/2016,2016-10,1950,666,1446.3437,,Vegetal,Osorno,Aceite,,$/litro,
,10/2016,2016-10,2519,1250,1705.0971,,Maravilla,Puerto Montt,Aceite,,$/litro,
,10/2016,2016-10,1949,666,1435.8803,,Vegetal,Puerto Montt,Aceite,,$/litro,
,10/2016,2016-10,2090,1290,1669.8437,,Maravilla,Puerto Varas,Aceite,,$/litro,
,10/2016,2016-10,1950,1000,1544.7388,,Vegetal,Puerto Varas,Aceite,,$/litro,
,11/2016,2016-11,2529,1390,1839.7999,,Maravilla,Frutillar,Aceite,,$/litro,
,11/2016,2016-11,1949,977,1579.7332,,Vegetal,Frutillar,Aceite,,$/litro,
,11/2016,2016-11,2529,1390,1995.0666,,Maravilla,Llanquihue,Aceite,,$/litro,
,11/2016,2016-11,1949,977,1528.8666,,Vegetal,Llanquihue,Aceite,,$/litro,
,11/2016,2016-11,2529,1215,1747.7842,,Maravilla,Osorno,Aceite,,$/litro,
,11/2016,2016-11,2090,866,1487.938,,Vegetal,Osorno,Aceite,,$/litro,
,11/2016,2016-11,2529,780,1714.3536,,Maravilla,Puerto Montt,Aceite,,$/litro,
,11/2016,2016-11,1950,780,1436.9515,,Vegetal,Puerto Montt,Aceite,,$/litro,
,11/2016,2016-11,2090,1299,1660.9071,,Maravilla,Puerto Varas,Aceite,,$/litro,
,11/2016,2016-11,1950,966,1568.6052,,Vegetal,Puerto Varas,Aceite,,$/litro,
,12/2016,2016-12,2529,1490,1941.9888,,Maravilla,Frutillar,Aceite,,$/litro,
,12/2016,2016-12,1949,977,1555.0952,,Vegetal,Frutillar,Aceite,,$/litro,
,12/2016,2016-12,2529,1490,2052.5,,Maravilla,Llanquihue,Aceite,,$/litro,
,12/2016,2016-12,1855,977,1440.5,,Vegetal,Llanquihue,Aceite,,$/litro,
,12/2016,2016-12,2529,1299,1712.3231,,Maravilla,Osorno,Aceite,,$/litro,
,12/2016,2016-12,2099,780,1458.0665,,Vegetal,Osorno,Aceite,,$/litro,
,12/2016,2016-12,2549,1260,1763.8142,,Maravilla,Puerto Montt,Aceite,,$/litro,
,12/2016,2016-12,1949,760,1402.1363,,Vegetal,Puerto Montt,Aceite,,$/litro,
,12/2016,2016-12,2090,1299,1766.6701,,Maravilla,Puerto Varas,Aceite,,$/litro,
,12/2016,2016-12,1950,966,1615.6181,,Vegetal,Puerto Varas,Aceite,,$/litro,
,01/2017,2017-01,2529,1490,1960.4999,,Maravilla,Frutillar,Aceite,,$/litro,
,01/2017,2017-01,1949,977,1558.4285,,Vegetal,Frutillar,Aceite,,$/litro,
,01/2017,2017-01,2529,1490,1876.9166,,Maravilla,Llanquihue,Aceite,,$/litro,
,01/2017,2017-01,1749,977,1347.5,,Vegetal,Llanquihue,Aceite,,$/litro,
,01/2017,2017-01,2529,1240,1799.4151,,Maravilla,Osorno,Aceite,,$/litro,
,01/2017,2017-01,2090,866,1452.8445,,Vegetal,Osorno,Aceite,,$/litro,
,01/2017,2017-01,2529,1189,1794.064,,Maravilla,Puerto Montt,Aceite,,$/litro,
,01/2017,2017-01,1949,780,1438.5868,,Vegetal,Puerto Montt,Aceite,,$/litro,
,01/2017,2017-01,2204,1240,1786.1944,,Maravilla,Puerto Varas,Aceite,,$/litro,
,01/2017,2017-01,1890,1149,1656.5738,,Vegetal,Puerto Varas,Aceite,,$/litro,
,02/2017,2017-02,2689,1315,1894.1547,,Maravilla,Frutillar,Aceite,,$/litro,
,02/2017,2017-02,1949,977,1605.9999,,Vegetal,Frutillar,Aceite,,$/litro,
,02/2017,2017-02,2529,1315,1965.1666,,Maravilla,Llanquihue,Aceite,,$/litro,
,02/2017,2017-02,1949,977,1544.6666,,Vegetal,Llanquihue,Aceite,,$/litro,
,02/2017,2017-02,2529,1189,1721.5551,,Maravilla,Osorno,Aceite,,$/litro,
,02/2017,2017-02,2090,866,1453.9728,,Vegetal,Osorno,Aceite,,$/litro,
,02/2017,2017-02,2529,1189,1655.2209,,Maravilla,Puerto Montt,Aceite,,$/litro,
,02/2017,2017-02,1949,780,1417.07,,Vegetal,Puerto Montt,Aceite,,$/litro,
